	Sentence	Relation_gold	Head_gold
10	La no interferencia en las cuestiones internas de los demás países es uno de los cinco puntos para la coexistencia pacífica que rigen las relaciones internacionales entre los países no-alineados, grupo al que pertenecen tanto China como Perú.	['det', 'advmod', 'nsubj', 'case', 'det', 'nmod', 'amod', 'case', 'det', 'det', 'nmod', 'cop', 'ROOT', 'case', 'det', 'nummod', 'nmod', 'case', 'det', 'nmod', 'amod', 'nsubj', 'acl', 'det', 'obj', 'amod', 'case', 'det', 'nmod', 'amod', 'punct', 'appos', 'case', 'det', 'obj', 'acl', 'cc', 'nsubj', 'cc', 'conj', 'punct']	['interferencia', 'interferencia', 'uno', 'cuestiones', 'cuestiones', 'interferencia', 'cuestiones', 'países', 'países', 'los', 'cuestiones', 'uno', 'uno', 'puntos', 'puntos', 'los', 'uno', 'coexistencia', 'coexistencia', 'puntos', 'coexistencia', 'rigen', 'puntos', 'relaciones', 'rigen', 'relaciones', 'países', 'países', 'relaciones', 'países', 'grupo', 'países', 'que', 'que', 'pertenecen', 'grupo', 'China', 'pertenecen', 'Perú', 'China', 'uno']
11	Además, estas dos naciones tienen una larga historia de relaciones, desde que, hace 150 años, se produjera la primera migración china al Perú.	['advmod', 'punct', 'det', 'nummod', 'nsubj', 'ROOT', 'det', 'amod', 'obj', 'case', 'nmod', 'punct', 'mark', 'mark', 'punct', 'advcl', 'nummod', 'obj', 'punct', 'expl:pv', 'advcl', 'det', 'amod', 'nsubj', 'amod', 'case', 'det', 'nmod', 'punct']	['tienen', 'Además', 'naciones', 'estas', 'tienen', 'tienen', 'historia', 'historia', 'tienen', 'relaciones', 'historia', 'produjera', 'produjera', 'produjera', 'hace', 'produjera', 'años', 'hace', 'años', 'produjera', 'tienen', 'migración', 'migración', 'produjera', 'migración', 'Perú', 'Perú', 'migración', 'tienen']
12	Hace escasamente un mes, el canciller peruano, Fernando de Trazegnies, viajó a Pekín en visita oficial para mantener consultas políticas con el canciller chino y cerrar acuerdos de cooperación económica, política, social y científica	['advcl', 'advmod', 'det', 'obj', 'punct', 'det', 'nsubj', 'amod', 'punct', 'appos', 'case', 'flat', 'punct', 'ROOT', 'case', 'obl', 'case', 'obl', 'amod', 'mark', 'advcl', 'obj', 'amod', 'case', 'det', 'obl', 'amod', 'cc', 'conj', 'obj', 'case', 'nmod', 'amod', 'punct', 'amod', 'punct', 'amod', 'cc', 'conj']	['viajó', 'mes', 'mes', 'Hace', 'mes', 'canciller', 'viajó', 'canciller', 'Fernando', 'canciller', 'Trazegnies', 'Fernando', 'Fernando', 'viajó', 'Pekín', 'viajó', 'visita', 'viajó', 'visita', 'mantener', 'viajó', 'mantener', 'consultas', 'canciller', 'canciller', 'mantener', 'canciller', 'cerrar', 'mantener', 'cerrar', 'cooperación', 'acuerdos', 'cooperación', 'política', 'económica', 'social', 'económica', 'científica', 'económica']
13	Pero también a un uso excesivo del teléfono y a una sobredosis de fármacos: probablemente éste sea el caso del protagonista de Dinero, la novela de Martin Amis, que se pasa medio libro discutiendo por teléfono y el otro medio hinchándose de drogas hasta que se le salen por las orejas.	['cc', 'ROOT', 'case', 'det', 'nmod', 'amod', 'case', 'det', 'nmod', 'cc', 'case', 'det', 'conj', 'case', 'nmod', 'punct', 'advmod', 'nsubj', 'cop', 'det', 'acl', 'case', 'det', 'nmod', 'case', 'nmod', 'punct', 'det', 'appos', 'case', 'nmod', 'flat', 'punct', 'nsubj', 'expl:pv', 'acl', 'nummod', 'obj', 'advcl', 'case', 'obl', 'cc', 'det', 'det', 'conj', 'conj', 'expl:pv', 'case', 'obj', 'mark', 'fixed', 'expl:pv', 'obj', 'advcl', 'case', 'det', 'obl', 'punct']	['también', 'también', 'también', 'uso', 'también', 'uso', 'teléfono', 'teléfono', 'uso', 'sobredosis', 'sobredosis', 'sobredosis', 'también', 'fármacos', 'sobredosis', 'caso', 'caso', 'caso', 'caso', 'caso', 'también', 'protagonista', 'protagonista', 'caso', 'Dinero', 'protagonista', 'novela', 'novela', 'Dinero', 'Martin', 'novela', 'Martin', 'novela', 'pasa', 'pasa', 'protagonista', 'libro', 'pasa', 'pasa', 'teléfono', 'discutiendo', 'medio', 'medio', 'medio', 'pasa', 'discutiendo', 'hinchando', 'drogas', 'hinchando', 'salen', 'hasta', 'salen', 'salen', 'hinchando', 'orejas', 'orejas', 'salen', 'también']
14	Aviones aterrizando o despegando, cristales rompiéndose sin motivo, trozos de hielo que alguien machaca sin cesar: ésos son algunos de los ruidos que los oídos de ese buen hombre recrean para él cada vez que intenta conciliar el sueño.	['nsubj', 'acl', 'cc', 'conj', 'punct', 'conj', 'acl', 'expl:pv', 'case', 'obl', 'punct', 'conj', 'case', 'nmod', 'obj', 'nsubj', 'acl', 'mark', 'advcl', 'punct', 'flat', 'cop', 'ROOT', 'case', 'det', 'nmod', 'obj', 'det', 'nsubj', 'case', 'det', 'amod', 'nmod', 'acl', 'case', 'obj', 'mark', 'fixed', 'fixed', 'advcl', 'xcomp', 'det', 'obj', 'punct']	['algunos', 'Aviones', 'despegando', 'aterrizando', 'cristales', 'Aviones', 'cristales', 'rompiendo', 'motivo', 'rompiendo', 'trozos', 'Aviones', 'hielo', 'trozos', 'machaca', 'machaca', 'trozos', 'cesar', 'machaca', 'Aviones', 'Aviones', 'algunos', 'algunos', 'ruidos', 'ruidos', 'algunos', 'recrean', 'oídos', 'recrean', 'hombre', 'hombre', 'hombre', 'oídos', 'ruidos', 'él', 'recrean', 'intenta', 'cada', 'cada', 'recrean', 'intenta', 'sueño', 'conciliar', 'algunos']
15	Tambores cercanos, en todo caso: todo un muestrario de esa percusión urbana de nuestro tiempo.	['ROOT', 'amod', 'punct', 'advmod', 'fixed', 'fixed', 'punct', 'det', 'det', 'appos', 'case', 'det', 'nmod', 'amod', 'case', 'det', 'nmod', 'punct']	['Tambores', 'Tambores', 'en', 'Tambores', 'en', 'en', 'muestrario', 'muestrario', 'todo', 'Tambores', 'percusión', 'percusión', 'muestrario', 'percusión', 'tiempo', 'tiempo', 'percusión', 'Tambores']
16	Lo que ocurre con ese caballero es que se trata de un hombre sin escrúpulos (un alma sin conciencia, como el nefasto título español de la película de Fellini), y que ese estrépito de aeropuertos y cristales rotos no hace sino suplir el vacío existente.	['det', 'nsubj', 'csubj', 'case', 'det', 'obl', 'ROOT', 'mark', 'expl:impers', 'ccomp', 'case', 'det', 'obj', 'case', 'nmod', 'punct', 'det', 'appos', 'case', 'nmod', 'punct', 'mark', 'det', 'amod', 'nmod', 'amod', 'case', 'det', 'nmod', 'case', 'nmod', 'punct', 'punct', 'cc', 'mark', 'det', 'nsubj', 'case', 'nmod', 'cc', 'conj', 'amod', 'advmod', 'conj', 'advmod', 'xcomp', 'det', 'obj', 'amod', 'punct']	['ocurre', 'ocurre', 'es', 'caballero', 'caballero', 'ocurre', 'es', 'trata', 'trata', 'es', 'hombre', 'hombre', 'trata', 'escrúpulos', 'hombre', 'alma', 'alma', 'hombre', 'conciencia', 'alma', 'título', 'título', 'título', 'título', 'alma', 'título', 'película', 'película', 'título', 'Fellini', 'película', 'alma', 'hace', 'hace', 'hace', 'estrépito', 'hace', 'aeropuertos', 'estrépito', 'cristales', 'aeropuertos', 'cristales', 'hace', 'trata', 'hace', 'hace', 'vacío', 'suplir', 'vacío', 'es']
17	- Se acuerdan ustedes de eso que se llamaba la voz de la conciencia?	['punct', 'expl:pv', 'ROOT', 'nsubj', 'case', 'obj', 'nsubj', 'expl:pv', 'acl', 'det', 'obj', 'case', 'det', 'nmod', 'punct']	['acuerdan', 'acuerdan', 'acuerdan', 'acuerdan', 'eso', 'acuerdan', 'llamaba', 'llamaba', 'eso', 'voz', 'llamaba', 'conciencia', 'conciencia', 'voz', 'acuerdan']
18	Yo tardé mucho tiempo en enterarme de que no había tal voz, de que se trataba sólo de una vieja metáfora, y como nunca lograba escuchar a nadie que hablara dentro de mí me mantuve durante bastantes años en un estado de feliz inconsciencia.	['nsubj', 'ROOT', 'det', 'iobj', 'mark', 'xcomp', 'expl:pv', 'mark', 'mark', 'advmod', 'ccomp', 'det', 'obj', 'punct', 'mark', 'mark', 'expl:impers', 'conj', 'advmod', 'case', 'det', 'amod', 'obj', 'punct', 'cc', 'mark', 'advmod', 'advcl', 'xcomp', 'case', 'obj', 'nsubj', 'acl', 'case', 'fixed', 'obl', 'obj', 'conj', 'case', 'det', 'obl', 'case', 'det', 'obl', 'case', 'amod', 'nmod', 'punct']	['tardé', 'tardé', 'tiempo', 'tardé', 'enterar', 'tardé', 'enterar', 'había', 'había', 'había', 'enterar', 'voz', 'había', 'trataba', 'trataba', 'trataba', 'trataba', 'había', 'trataba', 'metáfora', 'metáfora', 'metáfora', 'trataba', 'mantuve', 'mantuve', 'lograba', 'lograba', 'mantuve', 'lograba', 'nadie', 'escuchar', 'hablara', 'nadie', 'mí', 'dentro', 'hablara', 'mantuve', 'tardé', 'años', 'años', 'mantuve', 'estado', 'estado', 'mantuve', 'inconsciencia', 'inconsciencia', 'estado', 'tardé']
19	Pero eso era antes de que ingresáramos en el reino de la alta tecnología y yo creo que ahora los mandatos de la conciencia los recibo por teletexto o por fax.	['advmod', 'nsubj', 'ROOT', 'advmod', 'mark', 'mark', 'advcl', 'case', 'det', 'obl', 'case', 'det', 'amod', 'nmod', 'cc', 'nsubj', 'conj', 'mark', 'advmod', 'det', 'iobj', 'case', 'det', 'nmod', 'obj', 'ccomp', 'case', 'obl', 'cc', 'case', 'conj', 'punct']	['era', 'era', 'era', 'era', 'ingresáramos', 'ingresáramos', 'antes', 'reino', 'reino', 'ingresáramos', 'tecnología', 'tecnología', 'tecnología', 'reino', 'creo', 'creo', 'era', 'recibo', 'recibo', 'mandatos', 'recibo', 'conciencia', 'conciencia', 'mandatos', 'recibo', 'creo', 'teletexto', 'recibo', 'fax', 'fax', 'teletexto', 'era']
20	Y es que ahora los oídos parecen hechos para acomodar los walkman, y son éstos los que nos proporcionan su peculiar tinnitus.	['advmod', 'ROOT', 'mark', 'advmod', 'det', 'nsubj', 'ccomp', 'xcomp', 'mark', 'advcl', 'det', 'obj', 'punct', 'cc', 'conj', 'nsubj', 'det', 'nsubj', 'iobj', 'ccomp', 'det', 'amod', 'obj', 'punct']	['es', 'es', 'parecen', 'parecen', 'oídos', 'parecen', 'es', 'parecen', 'acomodar', 'hechos', 'walkman', 'acomodar', 'son', 'son', 'es', 'son', 'proporcionan', 'proporcionan', 'proporcionan', 'son', 'tinnitus', 'tinnitus', 'proporcionan', 'es']
21	La rata es un animal clasista por naturaleza, hasta en eso es asquerosa.	['det', 'nsubj', 'cop', 'det', 'ROOT', 'amod', 'case', 'obl', 'punct', 'case', 'case', 'obl', 'cop', 'advcl', 'punct']	['rata', 'animal', 'animal', 'animal', 'animal', 'animal', 'naturaleza', 'animal', 'animal', 'eso', 'eso', 'asquerosa', 'asquerosa', 'animal', 'animal']
22	La rata se arrima a los ricos, a sus coquetonas cloacas de alto standing y su inagotable paraíso de desperdicios, a sus desechos apetitosos y tantas veces intactos, y desprecia la porquería difícilmente aprovechable de los pobres y los muertos de hambre, en cuyas alcantarillas inhabitables y sin glamour nunca se encuentra unas tristes mondas de naranja que llevarse a la boca.	['det', 'nsubj', 'expl:pv', 'ROOT', 'case', 'det', 'obj', 'punct', 'case', 'det', 'amod', 'conj', 'case', 'amod', 'nmod', 'cc', 'det', 'amod', 'conj', 'case', 'nmod', 'punct', 'case', 'det', 'conj', 'amod', 'cc', 'det', 'obj', 'conj', 'punct', 'cc', 'conj', 'det', 'obj', 'advmod', 'amod', 'case', 'det', 'nmod', 'cc', 'det', 'conj', 'case', 'nmod', 'punct', 'case', 'nmod', 'obl', 'amod', 'cc', 'case', 'conj', 'advmod', 'expl:pv', 'acl', 'det', 'amod', 'nsubj', 'case', 'nmod', 'obj', 'acl', 'iobj', 'case', 'det', 'obl', 'punct']	['rata', 'arrima', 'arrima', 'arrima', 'ricos', 'ricos', 'arrima', 'cloacas', 'cloacas', 'cloacas', 'cloacas', 'ricos', 'standing', 'standing', 'cloacas', 'paraíso', 'paraíso', 'paraíso', 'cloacas', 'desperdicios', 'paraíso', 'desechos', 'desechos', 'desechos', 'ricos', 'desechos', 'intactos', 'veces', 'intactos', 'apetitosos', 'desprecia', 'desprecia', 'arrima', 'porquería', 'desprecia', 'aprovechable', 'porquería', 'pobres', 'pobres', 'porquería', 'muertos', 'muertos', 'pobres', 'hambre', 'muertos', 'encuentra', 'alcantarillas', 'alcantarillas', 'encuentra', 'alcantarillas', 'glamour', 'glamour', 'inhabitables', 'encuentra', 'encuentra', 'pobres', 'mondas', 'mondas', 'encuentra', 'naranja', 'mondas', 'llevar', 'mondas', 'llevar', 'boca', 'boca', 'llevar', 'arrima']
23	Lo suyo, lo de las ratas, no es la carroña pura y dura sino la vida regalada, el eterno banquete de sobras y residuos, el festín organizado a la sobra de la abundancia y el hartazgo.	['nsubj', 'compound', 'punct', 'det', 'case', 'det', 'appos', 'punct', 'advmod', 'cop', 'det', 'ROOT', 'amod', 'cc', 'conj', 'cc', 'det', 'conj', 'amod', 'punct', 'det', 'amod', 'appos', 'case', 'nmod', 'cc', 'conj', 'punct', 'det', 'appos', 'amod', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'cc', 'det', 'conj', 'punct']	['carroña', 'Lo', 'lo', 'Lo', 'lo', 'ratas', 'lo', 'lo', 'carroña', 'carroña', 'carroña', 'carroña', 'carroña', 'dura', 'pura', 'vida', 'vida', 'carroña', 'vida', 'vida', 'banquete', 'banquete', 'vida', 'sobras', 'banquete', 'residuos', 'sobras', 'vida', 'festín', 'vida', 'festín', 'sobra', 'sobra', 'organizado', 'abundancia', 'abundancia', 'sobra', 'hartazgo', 'hartazgo', 'abundancia', 'carroña']
24	Lo suyo es vivir junto a la gente fina, que come sólo la mitad de lo que compra.	['nsubj', 'compound', 'ROOT', 'ccomp', 'case', 'fixed', 'det', 'obl', 'amod', 'punct', 'nsubj', 'acl', 'advmod', 'det', 'obj', 'mark', 'det', 'obj', 'acl', 'punct']	['es', 'Lo', 'es', 'es', 'gente', 'junto', 'gente', 'vivir', 'gente', 'come', 'come', 'gente', 'come', 'mitad', 'come', 'compra', 'compra', 'compra', 'mitad', 'es']
25	Dicen que en los países más prósperos y desarrollados viven ya tantas ratas como seres humanos, y en algunos incluso más.	['ROOT', 'mark', 'case', 'det', 'obl', 'advmod', 'amod', 'cc', 'conj', 'ccomp', 'advmod', 'det', 'nsubj', 'mark', 'nmod', 'amod', 'punct', 'cc', 'case', 'conj', 'advmod', 'advmod', 'punct']	['Dicen', 'viven', 'países', 'países', 'viven', 'prósperos', 'países', 'desarrollados', 'prósperos', 'Dicen', 'viven', 'ratas', 'viven', 'seres', 'ratas', 'seres', 'algunos', 'algunos', 'algunos', 'viven', 'más', 'algunos', 'Dicen']
26	A mayor riqueza mayor número de ratas.	['case', 'amod', 'nmod', 'amod', 'ROOT', 'case', 'nmod', 'punct']	['riqueza', 'riqueza', 'número', 'número', 'número', 'ratas', 'número', 'número']
27	- Acabará aceptándose ese factor como un nuevo índice de las economías nacionales?	['punct', 'ROOT', 'xcomp', 'expl:pass', 'det', 'nsubj', 'mark', 'det', 'amod', 'obl', 'case', 'det', 'nmod', 'amod', 'punct']	['Acabará', 'Acabará', 'Acabará', 'aceptando', 'factor', 'Acabará', 'índice', 'índice', 'índice', 'Acabará', 'economías', 'economías', 'índice', 'economías', 'Acabará']
28	Quizá un admirador.	['advmod', 'det', 'ROOT', 'punct']	['admirador', 'admirador', 'admirador', 'admirador']
29	Al final, una víctima.	['case', 'fixed', 'fixed', 'punct', 'det', 'ROOT', 'punct']	['víctima', 'A', 'A', 'A', 'víctima', 'víctima', 'víctima']
30	Lo que vino después pareció reforzar esa idea de que el Madrid es - Buyo y diez más -.	['det', 'nsubj', 'csubj', 'advmod', 'ROOT', 'ccomp', 'det', 'obj', 'mark', 'mark', 'det', 'nsubj', 'cop', 'punct', 'acl', 'cc', 'conj', 'advmod', 'punct', 'punct']	['vino', 'vino', 'pareció', 'vino', 'pareció', 'pareció', 'idea', 'reforzar', 'Buyo', 'Buyo', 'Madrid', 'Buyo', 'Buyo', 'Buyo', 'idea', 'diez', 'Buyo', 'diez', 'pareció', 'pareció']
